description	gene
DNA-templated transcription, initiation GO:0006352	rpoE
DNA-templated transcription, initiation GO:0006352	rpoS
DNA-templated transcription, initiation GO:0006352	rpoD
RNA 3-end processing GO:0031123	rnpA
1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis) GO:0102752	glgB
Quaternary ammonium group binding GO:0050997	dxs
Quaternary ammonium group binding GO:0050997	sucA
Negative regulation of nitrogen compound metabolic process GO:0051172	dnaK
Negative regulation of nitrogen compound metabolic process GO:0051172	mraZ
Negative regulation of nitrogen compound metabolic process GO:0051172	fur
Negative regulation of nitrogen compound metabolic process GO:0051172	rpsA
Negative regulation of nitrogen compound metabolic process GO:0051172	racR
Negative regulation of nitrogen compound metabolic process GO:0051172	rplT
Negative regulation of nitrogen compound metabolic process GO:0051172	thrS
Negative regulation of nitrogen compound metabolic process GO:0051172	rplY
Negative regulation of nitrogen compound metabolic process GO:0051172	accD
Negative regulation of nitrogen compound metabolic process GO:0051172	rpoE
Negative regulation of nitrogen compound metabolic process GO:0051172	csrA
Negative regulation of nitrogen compound metabolic process GO:0051172	alaS
Negative regulation of nitrogen compound metabolic process GO:0051172	rpoS
Negative regulation of nitrogen compound metabolic process GO:0051172	rpoD
Negative regulation of nitrogen compound metabolic process GO:0051172	rpsO
Negative regulation of nitrogen compound metabolic process GO:0051172	ftsH
Negative regulation of nitrogen compound metabolic process GO:0051172	rplM
Negative regulation of nitrogen compound metabolic process GO:0051172	rpsD
Negative regulation of nitrogen compound metabolic process GO:0051172	rplB
Negative regulation of nitrogen compound metabolic process GO:0051172	rplD
Negative regulation of nitrogen compound metabolic process GO:0051172	rpsG
Negative regulation of nitrogen compound metabolic process GO:0051172	crp
Negative regulation of nitrogen compound metabolic process GO:0051172	frlR
Negative regulation of nitrogen compound metabolic process GO:0051172	dnaN
Negative regulation of nitrogen compound metabolic process GO:0051172	dnaA
Negative regulation of nitrogen compound metabolic process GO:0051172	rpmE
Negative regulation of nitrogen compound metabolic process GO:0051172	rplA
Negative regulation of nitrogen compound metabolic process GO:0051172	rplJ
Cellular response to unfolded protein GO:0034620	dnaK
Lipopolysaccharide binding GO:0001530	lptA
Long-chain fatty acid metabolic process GO:0001676	accD
Plasmid maintenance GO:0006276	priB
Chromosome organization GO:0051276	topA
Chromosome organization GO:0051276	dnaG
Chromosome organization GO:0051276	gyrB
Chromosome organization GO:0051276	dnaA
Chromosome organization GO:0051276	priB
Chromosome organization GO:0051276	dnaC
Nucleoside phosphate biosynthetic process GO:1901293	ribF
Nucleoside phosphate biosynthetic process GO:1901293	aceF
Nucleoside phosphate biosynthetic process GO:1901293	adk
Nucleoside phosphate biosynthetic process GO:1901293	tmk
Nucleoside phosphate biosynthetic process GO:1901293	prs
Nucleoside phosphate biosynthetic process GO:1901293	dcd
Nucleoside phosphate biosynthetic process GO:1901293	pta
Nucleoside phosphate biosynthetic process GO:1901293	accD
Nucleoside phosphate biosynthetic process GO:1901293	guaA
Nucleoside phosphate biosynthetic process GO:1901293	nadK
Nucleoside phosphate biosynthetic process GO:1901293	thyA
Nucleoside phosphate biosynthetic process GO:1901293	accB
Nucleoside phosphate biosynthetic process GO:1901293	dfp
Nucleoside phosphate biosynthetic process GO:1901293	gmk
Nucleoside phosphate biosynthetic process GO:1901293	atpC
Nucleoside phosphate biosynthetic process GO:1901293	atpD
Nucleoside phosphate biosynthetic process GO:1901293	atpG
Nucleoside phosphate biosynthetic process GO:1901293	atpA
Nucleoside phosphate biosynthetic process GO:1901293	atpH
Nucleoside phosphate biosynthetic process GO:1901293	atpE
Nucleoside phosphate biosynthetic process GO:1901293	atpB
Nucleoside phosphate biosynthetic process GO:1901293	cyaA
ADP-glyceromanno-heptose 6-epimerase activity GO:0008712	rfaD
Acid-amino acid ligase activity GO:0016881	murF
Acid-amino acid ligase activity GO:0016881	murD
Acid-amino acid ligase activity GO:0016881	murC
Acid-amino acid ligase activity GO:0016881	dfp
Lipopolysaccharide core region metabolic process GO:0046401	lpxK
Lipopolysaccharide core region metabolic process GO:0046401	hldE
Lipopolysaccharide core region metabolic process GO:0046401	rfaD
Lipopolysaccharide core region metabolic process GO:0046401	waaF
Lipopolysaccharide core region metabolic process GO:0046401	waaA
ATP generation from ADP GO:0006757	aceF
ATP generation from ADP GO:0006757	lpd
ATP generation from ADP GO:0006757	mdh
Guanyl ribonucleotide binding GO:0032561	ftsZ
Guanyl ribonucleotide binding GO:0032561	dksA
Guanyl ribonucleotide binding GO:0032561	icd
Guanyl ribonucleotide binding GO:0032561	ribA
Guanyl ribonucleotide binding GO:0032561	der
Guanyl ribonucleotide binding GO:0032561	era
Guanyl ribonucleotide binding GO:0032561	ffh
Guanyl ribonucleotide binding GO:0032561	infB
Guanyl ribonucleotide binding GO:0032561	obgE
Guanyl ribonucleotide binding GO:0032561	fusA
Guanyl ribonucleotide binding GO:0032561	ftsY
Guanyl ribonucleotide binding GO:0032561	yihA
Guanyl ribonucleotide binding GO:0032561	rsgA
Positive regulation of glycogen metabolic process GO:0070875	ptsH
Cellular response to cell envelope stress GO:0036460	rpoE
Cellular response to cell envelope stress GO:0036460	rpoA
Cellular response to cell envelope stress GO:0036460	igaA
Cellular response to cell envelope stress GO:0036460	rpoC
Regulation of transport GO:0051049	crr
Glycine metabolic process GO:0006544	lpd
Guanyl nucleotide binding GO:0019001	ftsZ
Guanyl nucleotide binding GO:0019001	dksA
Guanyl nucleotide binding GO:0019001	icd
Guanyl nucleotide binding GO:0019001	ribA
Guanyl nucleotide binding GO:0019001	der
Guanyl nucleotide binding GO:0019001	era
Guanyl nucleotide binding GO:0019001	ffh
Guanyl nucleotide binding GO:0019001	infB
Guanyl nucleotide binding GO:0019001	obgE
Guanyl nucleotide binding GO:0019001	fusA
Guanyl nucleotide binding GO:0019001	ftsY
Guanyl nucleotide binding GO:0019001	yihA
Guanyl nucleotide binding GO:0019001	rsgA
Lauroyltransferase activity GO:0008913	lpxL
Nucleotide phosphorylation GO:0046939	aceF
Nucleotide phosphorylation GO:0046939	lpd
Nucleotide phosphorylation GO:0046939	mdh
Phosphopantetheine-dependent carrier activity GO:0140414	acpP
Cytoskeleton GO:0005856	mreB
Glutamate metabolic process GO:0006536	hemA
Glutamate metabolic process GO:0006536	hemE
Negative regulation of siderophore biosynthetic process GO:1900705	fur
Post-transcriptional gene silencing GO:0016441	rpsO
Post-transcriptional gene silencing GO:0016441	hfq
IscS-IscU complex GO:1990330	iscU
Ornithine decarboxylase regulator activity GO:0042979	rpsT
Disaccharide binding GO:0048030	lacY
2-octaprenyl-6-methoxyphenol hydroxylase activity GO:0008681	ubiH
Signal sequence binding GO:0005048	secY
Negative regulation of cellular biosynthetic process GO:0031327	dnaK
Negative regulation of cellular biosynthetic process GO:0031327	mraZ
Negative regulation of cellular biosynthetic process GO:0031327	fur
Negative regulation of cellular biosynthetic process GO:0031327	rpsA
Negative regulation of cellular biosynthetic process GO:0031327	racR
Negative regulation of cellular biosynthetic process GO:0031327	rplT
Negative regulation of cellular biosynthetic process GO:0031327	thrS
Negative regulation of cellular biosynthetic process GO:0031327	rplY
Negative regulation of cellular biosynthetic process GO:0031327	accD
Negative regulation of cellular biosynthetic process GO:0031327	rpoE
Negative regulation of cellular biosynthetic process GO:0031327	csrA
Negative regulation of cellular biosynthetic process GO:0031327	alaS
Negative regulation of cellular biosynthetic process GO:0031327	rpoS
Negative regulation of cellular biosynthetic process GO:0031327	rpoD
Negative regulation of cellular biosynthetic process GO:0031327	rpsO
Negative regulation of cellular biosynthetic process GO:0031327	rplM
Negative regulation of cellular biosynthetic process GO:0031327	rpsD
Negative regulation of cellular biosynthetic process GO:0031327	rplD
Negative regulation of cellular biosynthetic process GO:0031327	rpsG
Negative regulation of cellular biosynthetic process GO:0031327	crp
Negative regulation of cellular biosynthetic process GO:0031327	frlR
Negative regulation of cellular biosynthetic process GO:0031327	rpmE
Negative regulation of cellular biosynthetic process GO:0031327	rplA
Negative regulation of cellular biosynthetic process GO:0031327	rplJ
Antisigma factor binding GO:0045152	rseP
Lactose binding GO:0030395	lacY
Purine-containing compound metabolic process GO:0072521	aceF
Purine-containing compound metabolic process GO:0072521	lpd
Purine-containing compound metabolic process GO:0072521	adk
Purine-containing compound metabolic process GO:0072521	sucB
Purine-containing compound metabolic process GO:0072521	prs
Purine-containing compound metabolic process GO:0072521	pta
Purine-containing compound metabolic process GO:0072521	accD
Purine-containing compound metabolic process GO:0072521	guaA
Purine-containing compound metabolic process GO:0072521	mdh
Purine-containing compound metabolic process GO:0072521	accB
Purine-containing compound metabolic process GO:0072521	dfp
Purine-containing compound metabolic process GO:0072521	gmk
Purine-containing compound metabolic process GO:0072521	atpC
Purine-containing compound metabolic process GO:0072521	atpD
Purine-containing compound metabolic process GO:0072521	atpG
Purine-containing compound metabolic process GO:0072521	atpA
Purine-containing compound metabolic process GO:0072521	atpH
Purine-containing compound metabolic process GO:0072521	atpE
Purine-containing compound metabolic process GO:0072521	atpB
Purine-containing compound metabolic process GO:0072521	cyaA
Negative regulation of cellular process GO:0048523	dnaK
Negative regulation of cellular process GO:0048523	mraZ
Negative regulation of cellular process GO:0048523	fur
Negative regulation of cellular process GO:0048523	rpsA
Negative regulation of cellular process GO:0048523	racR
Negative regulation of cellular process GO:0048523	rplT
Negative regulation of cellular process GO:0048523	thrS
Negative regulation of cellular process GO:0048523	rplY
Negative regulation of cellular process GO:0048523	accD
Negative regulation of cellular process GO:0048523	ptsH
Negative regulation of cellular process GO:0048523	crr
Negative regulation of cellular process GO:0048523	rpoE
Negative regulation of cellular process GO:0048523	csrA
Negative regulation of cellular process GO:0048523	alaS
Negative regulation of cellular process GO:0048523	rpoS
Negative regulation of cellular process GO:0048523	rpoD
Negative regulation of cellular process GO:0048523	rpsO
Negative regulation of cellular process GO:0048523	obgE
Negative regulation of cellular process GO:0048523	rplM
Negative regulation of cellular process GO:0048523	mreB
Negative regulation of cellular process GO:0048523	rpsD
Negative regulation of cellular process GO:0048523	rplB
Negative regulation of cellular process GO:0048523	rplD
Negative regulation of cellular process GO:0048523	rpsG
Negative regulation of cellular process GO:0048523	crp
Negative regulation of cellular process GO:0048523	frlR
Negative regulation of cellular process GO:0048523	dnaN
Negative regulation of cellular process GO:0048523	dnaA
Negative regulation of cellular process GO:0048523	rpmE
Negative regulation of cellular process GO:0048523	rplA
Negative regulation of cellular process GO:0048523	rplJ
tRNA 3-end processing GO:0042780	rnpA
Negative regulation of biological process GO:0048519	dnaK
Negative regulation of biological process GO:0048519	mraZ
Negative regulation of biological process GO:0048519	fur
Negative regulation of biological process GO:0048519	rpsA
Negative regulation of biological process GO:0048519	racR
Negative regulation of biological process GO:0048519	rplT
Negative regulation of biological process GO:0048519	thrS
Negative regulation of biological process GO:0048519	rplY
Negative regulation of biological process GO:0048519	accD
Negative regulation of biological process GO:0048519	ptsH
Negative regulation of biological process GO:0048519	crr
Negative regulation of biological process GO:0048519	rpoE
Negative regulation of biological process GO:0048519	csrA
Negative regulation of biological process GO:0048519	alaS
Negative regulation of biological process GO:0048519	rpoS
Negative regulation of biological process GO:0048519	rppH
Negative regulation of biological process GO:0048519	rpoD
Negative regulation of biological process GO:0048519	rpsO
Negative regulation of biological process GO:0048519	ftsH
Negative regulation of biological process GO:0048519	obgE
Negative regulation of biological process GO:0048519	rplM
Negative regulation of biological process GO:0048519	mreB
Negative regulation of biological process GO:0048519	rpsD
Negative regulation of biological process GO:0048519	rplB
Negative regulation of biological process GO:0048519	rplD
Negative regulation of biological process GO:0048519	rpsG
Negative regulation of biological process GO:0048519	crp
Negative regulation of biological process GO:0048519	frlR
Negative regulation of biological process GO:0048519	dnaN
Negative regulation of biological process GO:0048519	dnaA
Negative regulation of biological process GO:0048519	rpmE
Negative regulation of biological process GO:0048519	rplA
Negative regulation of biological process GO:0048519	rplJ
Negative regulation of biological process GO:0048519	hfq
rRNA (cytosine-N4-)-methyltransferase activity GO:0071424	rsmH
Oligoribonucleotidase activity GO:0034611	orn
Negative regulation of phosphate metabolic process GO:0045936	ptsH
Endoribonuclease activity, producing 5-phosphomonoesters GO:0016891	rnc
Endoribonuclease activity, producing 5-phosphomonoesters GO:0016891	rnpA
P450-containing electron transport chain GO:0140647	fdx
dUDP metabolic process GO:0046077	tmk
Negative regulation of macromolecule biosynthetic process GO:0010558	dnaK
Negative regulation of macromolecule biosynthetic process GO:0010558	mraZ
Negative regulation of macromolecule biosynthetic process GO:0010558	fur
Negative regulation of macromolecule biosynthetic process GO:0010558	rpsA
Negative regulation of macromolecule biosynthetic process GO:0010558	racR
Negative regulation of macromolecule biosynthetic process GO:0010558	rplT
Negative regulation of macromolecule biosynthetic process GO:0010558	thrS
Negative regulation of macromolecule biosynthetic process GO:0010558	rplY
Negative regulation of macromolecule biosynthetic process GO:0010558	accD
Negative regulation of macromolecule biosynthetic process GO:0010558	rpoE
Negative regulation of macromolecule biosynthetic process GO:0010558	csrA
Negative regulation of macromolecule biosynthetic process GO:0010558	alaS
Negative regulation of macromolecule biosynthetic process GO:0010558	rpoS
Negative regulation of macromolecule biosynthetic process GO:0010558	rpoD
Negative regulation of macromolecule biosynthetic process GO:0010558	rpsO
Negative regulation of macromolecule biosynthetic process GO:0010558	rplM
Negative regulation of macromolecule biosynthetic process GO:0010558	rpsD
Negative regulation of macromolecule biosynthetic process GO:0010558	rplD
Negative regulation of macromolecule biosynthetic process GO:0010558	rpsG
Negative regulation of macromolecule biosynthetic process GO:0010558	crp
Negative regulation of macromolecule biosynthetic process GO:0010558	frlR
Negative regulation of macromolecule biosynthetic process GO:0010558	rpmE
Negative regulation of macromolecule biosynthetic process GO:0010558	rplA
Negative regulation of macromolecule biosynthetic process GO:0010558	rplJ
UDP-N-acetylmuramoylalanine-D-glutamate ligase activity GO:0008764	murD
Lipid transfer activity GO:0120013	lptC
Lipid transfer activity GO:0120013	lptA
Response to magnesium ion GO:0032026	mgtA
Response to magnesium ion GO:0032026	mgtL
Energy derivation by oxidation of organic compounds GO:0015980	lpd
Energy derivation by oxidation of organic compounds GO:0015980	cyoD
Energy derivation by oxidation of organic compounds GO:0015980	cyoA
Energy derivation by oxidation of organic compounds GO:0015980	sdhC
Energy derivation by oxidation of organic compounds GO:0015980	sdhD
Energy derivation by oxidation of organic compounds GO:0015980	sdhA
Energy derivation by oxidation of organic compounds GO:0015980	sdhB
Energy derivation by oxidation of organic compounds GO:0015980	sucA
Energy derivation by oxidation of organic compounds GO:0015980	sucB
Energy derivation by oxidation of organic compounds GO:0015980	cydB
Energy derivation by oxidation of organic compounds GO:0015980	icd
Energy derivation by oxidation of organic compounds GO:0015980	nuoN
Energy derivation by oxidation of organic compounds GO:0015980	nuoM
Energy derivation by oxidation of organic compounds GO:0015980	nuoL
Energy derivation by oxidation of organic compounds GO:0015980	nuoK
Energy derivation by oxidation of organic compounds GO:0015980	nuoJ
Energy derivation by oxidation of organic compounds GO:0015980	nuoI
Energy derivation by oxidation of organic compounds GO:0015980	nuoH
Energy derivation by oxidation of organic compounds GO:0015980	nuoG
Energy derivation by oxidation of organic compounds GO:0015980	nuoF
Energy derivation by oxidation of organic compounds GO:0015980	nuoE
Energy derivation by oxidation of organic compounds GO:0015980	nuoC
Energy derivation by oxidation of organic compounds GO:0015980	nuoB
Energy derivation by oxidation of organic compounds GO:0015980	nuoA
Energy derivation by oxidation of organic compounds GO:0015980	mdh
Energy derivation by oxidation of organic compounds GO:0015980	glgP
Energy derivation by oxidation of organic compounds GO:0015980	glgA
Energy derivation by oxidation of organic compounds GO:0015980	glgB
Energy derivation by oxidation of organic compounds GO:0015980	ubiE
Carboxylic ester hydrolase activity GO:0052689	proS
Carboxylic ester hydrolase activity GO:0052689	leuS
Carboxylic ester hydrolase activity GO:0052689	thrS
Carboxylic ester hydrolase activity GO:0052689	alaS
Carboxylic ester hydrolase activity GO:0052689	valS
Porphyrin-containing compound biosynthetic process GO:0006779	cyoE
Porphyrin-containing compound biosynthetic process GO:0006779	hemA
Porphyrin-containing compound biosynthetic process GO:0006779	hemC
Porphyrin-containing compound biosynthetic process GO:0006779	hemE
Negative regulation of endoribonuclease activity GO:0060702	rplD
Cellular respiration GO:0045333	lpd
Cellular respiration GO:0045333	cyoD
Cellular respiration GO:0045333	cyoA
Cellular respiration GO:0045333	sdhC
Cellular respiration GO:0045333	sdhD
Cellular respiration GO:0045333	sdhA
Cellular respiration GO:0045333	sdhB
Cellular respiration GO:0045333	sucA
Cellular respiration GO:0045333	sucB
Cellular respiration GO:0045333	cydB
Cellular respiration GO:0045333	icd
Cellular respiration GO:0045333	nuoN
Cellular respiration GO:0045333	nuoM
Cellular respiration GO:0045333	nuoL
Cellular respiration GO:0045333	nuoK
Cellular respiration GO:0045333	nuoJ
Cellular respiration GO:0045333	nuoI
Cellular respiration GO:0045333	nuoH
Cellular respiration GO:0045333	nuoG
Cellular respiration GO:0045333	nuoF
Cellular respiration GO:0045333	nuoE
Cellular respiration GO:0045333	nuoC
Cellular respiration GO:0045333	nuoB
Cellular respiration GO:0045333	nuoA
Cellular respiration GO:0045333	mdh
Cellular respiration GO:0045333	ubiE
Nucleoside-triphosphatase regulator activity GO:0060589	tsf
mRNA metabolic process GO:0016071	rnc
mRNA metabolic process GO:0016071	csrA
mRNA metabolic process GO:0016071	rppH
dTMP metabolic process GO:0046073	thyA
NAD(P)+ transhydrogenase (B-specific) activity GO:0003957	sthA
Endonucleolytic cleavage involved in tRNA processing GO:1905267	rnpA
DNA primase activity GO:0003896	dnaG
Catalytic complex GO:1902494	aceF
Catalytic complex GO:1902494	lpd
Catalytic complex GO:1902494	ribE
Catalytic complex GO:1902494	xseB
Catalytic complex GO:1902494	cyoD
Catalytic complex GO:1902494	cyoA
Catalytic complex GO:1902494	dnaX
Catalytic complex GO:1902494	holA
Catalytic complex GO:1902494	sdhC
Catalytic complex GO:1902494	sdhA
Catalytic complex GO:1902494	sucA
Catalytic complex GO:1902494	sucB
Catalytic complex GO:1902494	prs
Catalytic complex GO:1902494	pheT
Catalytic complex GO:1902494	pheS
Catalytic complex GO:1902494	nuoN
Catalytic complex GO:1902494	nuoM
Catalytic complex GO:1902494	nuoL
Catalytic complex GO:1902494	nuoK
Catalytic complex GO:1902494	nuoJ
Catalytic complex GO:1902494	nuoI
Catalytic complex GO:1902494	nuoH
Catalytic complex GO:1902494	nuoG
Catalytic complex GO:1902494	nuoF
Catalytic complex GO:1902494	nuoE
Catalytic complex GO:1902494	nuoC
Catalytic complex GO:1902494	nuoB
Catalytic complex GO:1902494	nuoA
Catalytic complex GO:1902494	accD
Catalytic complex GO:1902494	hscA
Catalytic complex GO:1902494	iscU
Catalytic complex GO:1902494	rpoE
Catalytic complex GO:1902494	dnaG
Catalytic complex GO:1902494	rpoD
Catalytic complex GO:1902494	accB
Catalytic complex GO:1902494	rpoA
Catalytic complex GO:1902494	glyS
Catalytic complex GO:1902494	glyQ
Catalytic complex GO:1902494	dfp
Catalytic complex GO:1902494	dnaN
Catalytic complex GO:1902494	rnpA
Catalytic complex GO:1902494	rpoC
GDP metabolic process GO:0046710	gmk
Heme O biosynthetic process GO:0048034	cyoE
Selenocysteine biosynthetic process GO:0016260	serS
DNA strand elongation GO:0022616	dnaN
DNA strand elongation GO:0022616	dnaC
Carbohydrate binding GO:0030246	lacY
Carbohydrate binding GO:0030246	lacZ
S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity GO:0102955	ubiE
Purine nucleotide binding GO:0017076	dnaK
Purine nucleotide binding GO:0017076	ribF
Purine nucleotide binding GO:0017076	murF
Purine nucleotide binding GO:0017076	murD
Purine nucleotide binding GO:0017076	murC
Purine nucleotide binding GO:0017076	ftsA
Purine nucleotide binding GO:0017076	ftsZ
Purine nucleotide binding GO:0017076	dksA
Purine nucleotide binding GO:0017076	proS
Purine nucleotide binding GO:0017076	lon
Purine nucleotide binding GO:0017076	dnaX
Purine nucleotide binding GO:0017076	adk
Purine nucleotide binding GO:0017076	cysS
Purine nucleotide binding GO:0017076	leuS
Purine nucleotide binding GO:0017076	glnS
Purine nucleotide binding GO:0017076	serS
Purine nucleotide binding GO:0017076	msbA
Purine nucleotide binding GO:0017076	lpxK
Purine nucleotide binding GO:0017076	asnS
Purine nucleotide binding GO:0017076	tmk
Purine nucleotide binding GO:0017076	lolD
Purine nucleotide binding GO:0017076	icd
Purine nucleotide binding GO:0017076	prs
Purine nucleotide binding GO:0017076	ribA
Purine nucleotide binding GO:0017076	tyrS
Purine nucleotide binding GO:0017076	pheT
Purine nucleotide binding GO:0017076	pheS
Purine nucleotide binding GO:0017076	thrS
Purine nucleotide binding GO:0017076	aspS
Purine nucleotide binding GO:0017076	argS
Purine nucleotide binding GO:0017076	accD
Purine nucleotide binding GO:0017076	gltX
Purine nucleotide binding GO:0017076	guaA
Purine nucleotide binding GO:0017076	der
Purine nucleotide binding GO:0017076	hisS
Purine nucleotide binding GO:0017076	hscA
Purine nucleotide binding GO:0017076	era
Purine nucleotide binding GO:0017076	rnc
Purine nucleotide binding GO:0017076	ffh
Purine nucleotide binding GO:0017076	grpE
Purine nucleotide binding GO:0017076	nadK
Purine nucleotide binding GO:0017076	alaS
Purine nucleotide binding GO:0017076	hldE
Purine nucleotide binding GO:0017076	infB
Purine nucleotide binding GO:0017076	ftsH
Purine nucleotide binding GO:0017076	obgE
Purine nucleotide binding GO:0017076	lptB
Purine nucleotide binding GO:0017076	mreB
Purine nucleotide binding GO:0017076	fusA
Purine nucleotide binding GO:0017076	crp
Purine nucleotide binding GO:0017076	trpS
Purine nucleotide binding GO:0017076	aroK
Purine nucleotide binding GO:0017076	ftsY
Purine nucleotide binding GO:0017076	glyS
Purine nucleotide binding GO:0017076	glyQ
Purine nucleotide binding GO:0017076	gmk
Purine nucleotide binding GO:0017076	gyrB
Purine nucleotide binding GO:0017076	dnaA
Purine nucleotide binding GO:0017076	atpC
Purine nucleotide binding GO:0017076	atpD
Purine nucleotide binding GO:0017076	atpG
Purine nucleotide binding GO:0017076	atpA
Purine nucleotide binding GO:0017076	rbsK
Purine nucleotide binding GO:0017076	cyaA
Purine nucleotide binding GO:0017076	ubiB
Purine nucleotide binding GO:0017076	yihA
Purine nucleotide binding GO:0017076	groS
Purine nucleotide binding GO:0017076	rsgA
Purine nucleotide binding GO:0017076	mgtA
Purine nucleotide binding GO:0017076	valS
Purine nucleotide binding GO:0017076	dnaC
Heterocycle biosynthetic process GO:0018130	ribF
Heterocycle biosynthetic process GO:0018130	aceF
Heterocycle biosynthetic process GO:0018130	ribE
Heterocycle biosynthetic process GO:0018130	nusB
Heterocycle biosynthetic process GO:0018130	dxs
Heterocycle biosynthetic process GO:0018130	cyoE
Heterocycle biosynthetic process GO:0018130	dnaX
Heterocycle biosynthetic process GO:0018130	adk
Heterocycle biosynthetic process GO:0018130	holA
Heterocycle biosynthetic process GO:0018130	serS
Heterocycle biosynthetic process GO:0018130	kdsB
Heterocycle biosynthetic process GO:0018130	tmk
Heterocycle biosynthetic process GO:0018130	prs
Heterocycle biosynthetic process GO:0018130	hemA
Heterocycle biosynthetic process GO:0018130	ribA
Heterocycle biosynthetic process GO:0018130	dicA
Heterocycle biosynthetic process GO:0018130	ribC
Heterocycle biosynthetic process GO:0018130	dcd
Heterocycle biosynthetic process GO:0018130	pta
Heterocycle biosynthetic process GO:0018130	accD
Heterocycle biosynthetic process GO:0018130	guaA
Heterocycle biosynthetic process GO:0018130	rpoE
Heterocycle biosynthetic process GO:0018130	nadK
Heterocycle biosynthetic process GO:0018130	rpoS
Heterocycle biosynthetic process GO:0018130	thyA
Heterocycle biosynthetic process GO:0018130	hldE
Heterocycle biosynthetic process GO:0018130	dnaG
Heterocycle biosynthetic process GO:0018130	rpoD
Heterocycle biosynthetic process GO:0018130	nusA
Heterocycle biosynthetic process GO:0018130	murA
Heterocycle biosynthetic process GO:0018130	accB
Heterocycle biosynthetic process GO:0018130	rpoA
Heterocycle biosynthetic process GO:0018130	rpsD
Heterocycle biosynthetic process GO:0018130	rplD
Heterocycle biosynthetic process GO:0018130	crp
Heterocycle biosynthetic process GO:0018130	rfaD
Heterocycle biosynthetic process GO:0018130	dfp
Heterocycle biosynthetic process GO:0018130	gmk
Heterocycle biosynthetic process GO:0018130	gyrB
Heterocycle biosynthetic process GO:0018130	dnaN
Heterocycle biosynthetic process GO:0018130	atpC
Heterocycle biosynthetic process GO:0018130	atpD
Heterocycle biosynthetic process GO:0018130	atpG
Heterocycle biosynthetic process GO:0018130	atpA
Heterocycle biosynthetic process GO:0018130	atpH
Heterocycle biosynthetic process GO:0018130	atpE
Heterocycle biosynthetic process GO:0018130	atpB
Heterocycle biosynthetic process GO:0018130	hemC
Heterocycle biosynthetic process GO:0018130	cyaA
Heterocycle biosynthetic process GO:0018130	nusG
Heterocycle biosynthetic process GO:0018130	rpoC
Heterocycle biosynthetic process GO:0018130	hemE
Heterocycle biosynthetic process GO:0018130	priB
Heterocycle biosynthetic process GO:0018130	dnaC
Regulation of localization GO:0032879	crr
2-deoxyribonucleotide metabolic process GO:0009394	tmk
2-deoxyribonucleotide metabolic process GO:0009394	dcd
2-deoxyribonucleotide metabolic process GO:0009394	thyA
Floppase activity GO:0140328	msbA
Hda-beta clamp complex GO:1990085	dnaN
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	ribE
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	ispA
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	cyoE
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	kdsA
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	ribC
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	ispB
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	murA
Transferase activity, transferring alkyl or aryl (other than methyl) groups GO:0016765	hemC
Aromatic compound biosynthetic process GO:0019438	ribF
Aromatic compound biosynthetic process GO:0019438	aceF
Aromatic compound biosynthetic process GO:0019438	nusB
Aromatic compound biosynthetic process GO:0019438	dxs
Aromatic compound biosynthetic process GO:0019438	cyoE
Aromatic compound biosynthetic process GO:0019438	dnaX
Aromatic compound biosynthetic process GO:0019438	adk
Aromatic compound biosynthetic process GO:0019438	holA
Aromatic compound biosynthetic process GO:0019438	serS
Aromatic compound biosynthetic process GO:0019438	kdsB
Aromatic compound biosynthetic process GO:0019438	tmk
Aromatic compound biosynthetic process GO:0019438	prs
Aromatic compound biosynthetic process GO:0019438	hemA
Aromatic compound biosynthetic process GO:0019438	dicA
Aromatic compound biosynthetic process GO:0019438	dcd
Aromatic compound biosynthetic process GO:0019438	pta
Aromatic compound biosynthetic process GO:0019438	accD
Aromatic compound biosynthetic process GO:0019438	guaA
Aromatic compound biosynthetic process GO:0019438	rpoE
Aromatic compound biosynthetic process GO:0019438	nadK
Aromatic compound biosynthetic process GO:0019438	rpoS
Aromatic compound biosynthetic process GO:0019438	thyA
Aromatic compound biosynthetic process GO:0019438	hldE
Aromatic compound biosynthetic process GO:0019438	dnaG
Aromatic compound biosynthetic process GO:0019438	rpoD
Aromatic compound biosynthetic process GO:0019438	nusA
Aromatic compound biosynthetic process GO:0019438	murA
Aromatic compound biosynthetic process GO:0019438	accB
Aromatic compound biosynthetic process GO:0019438	rpoA
Aromatic compound biosynthetic process GO:0019438	rpsD
Aromatic compound biosynthetic process GO:0019438	rplD
Aromatic compound biosynthetic process GO:0019438	crp
Aromatic compound biosynthetic process GO:0019438	aroK
Aromatic compound biosynthetic process GO:0019438	rfaD
Aromatic compound biosynthetic process GO:0019438	dfp
Aromatic compound biosynthetic process GO:0019438	gmk
Aromatic compound biosynthetic process GO:0019438	gyrB
Aromatic compound biosynthetic process GO:0019438	dnaN
