Seconds	Temp	Well	OD600	Row	Column	Induced	Imipenem	followup	Organism
989.8		B6	0.094099998	B	6	FALSE	1	Moved to Second Competition	E. cloacae
989.8		B7	0.0977	B	7	FALSE	2	96-well Plate Only	E. cloacae
989.8		B8	0.092100002	B	8	FALSE	4	96-well Plate Only	E. cloacae
989.8		B9	0.097099997	B	9	FALSE	8	96-well Plate Only	E. cloacae
989.8		B10	0.094400004	B	10	FALSE	16	96-well Plate Only	E. cloacae
989.8		B11	0.093000002	B	11	FALSE	32	96-well Plate Only	E. cloacae
989.8		C2	0.094300002	C	2	FALSE	0	Moved to Second Competition	E. cloacae
989.8		C3	0.095200002	C	3	FALSE	0.125	96-well Plate Only	E. cloacae
989.8		C4	0.0955	C	4	FALSE	0.25	96-well Plate Only	E. cloacae
989.8		C5	0.095600002	C	5	FALSE	0.5	Moved to Second Competition	E. cloacae
989.8		C6	0.095899999	C	6	FALSE	1	Moved to Second Competition	E. cloacae
989.8		C7	0.092399999	C	7	FALSE	2	96-well Plate Only	E. cloacae
989.8		C8	0.094999999	C	8	FALSE	4	96-well Plate Only	E. cloacae
989.8		C9	0.094099998	C	9	FALSE	8	96-well Plate Only	E. cloacae
989.8		C10	0.094300002	C	10	FALSE	16	96-well Plate Only	E. cloacae
989.8		C11	0.094700001	C	11	FALSE	32	96-well Plate Only	E. cloacae
989.8		D2	0.094400004	D	2	FALSE	0	Moved to Second Competition	E. cloacae
989.8		D3	0.097199999	D	3	FALSE	0.125	96-well Plate Only	E. cloacae
989.8		D4	0.093000002	D	4	FALSE	0.25	96-well Plate Only	E. cloacae
989.8		D5	0.092600003	D	5	FALSE	0.5	Moved to Second Competition	E. cloacae
989.8		D6	0.092299998	D	6	FALSE	1	Moved to Second Competition	E. cloacae
989.8		D7	0.093900003	D	7	FALSE	2	96-well Plate Only	E. cloacae
989.8		D8	0.097999997	D	8	FALSE	4	96-well Plate Only	E. cloacae
989.8		D9	0.093699999	D	9	FALSE	8	96-well Plate Only	E. cloacae
989.8		D10	0.093400002	D	10	FALSE	16	96-well Plate Only	E. cloacae
989.8		D11	0.095200002	D	11	FALSE	32	96-well Plate Only	E. cloacae
989.8		E2	0.098700002	E	2	TRUE	0	Moved to Second Competition	E. cloacae
989.8		E3	0.097000003	E	3	TRUE	0.125	96-well Plate Only	E. cloacae
989.8		E4	0.096500002	E	4	TRUE	0.25	96-well Plate Only	E. cloacae
989.8		E5	0.096000001	E	5	TRUE	0.5	Moved to Second Competition	E. cloacae
989.8		E6	0.097000003	E	6	TRUE	1	Moved to Second Competition	E. cloacae
989.8		E7	0.093500003	E	7	TRUE	2	96-well Plate Only	E. cloacae
989.8		E8	0.096199997	E	8	TRUE	4	96-well Plate Only	E. cloacae
989.8		E9	0.108900003	E	9	TRUE	8	96-well Plate Only	E. cloacae
989.8		E10	0.0986	E	10	TRUE	16	96-well Plate Only	E. cloacae
989.8		E11	0.095200002	E	11	TRUE	32	96-well Plate Only	E. cloacae
989.8		F2	0.098499998	F	2	TRUE	0	Moved to Second Competition	E. cloacae
989.8		F3	0.096699998	F	3	TRUE	0.125	96-well Plate Only	E. cloacae
989.8		F4	0.097999997	F	4	TRUE	0.25	96-well Plate Only	E. cloacae
989.8		F5	0.097499996	F	5	TRUE	0.5	Moved to Second Competition	E. cloacae
989.8		F6	0.095899999	F	6	TRUE	1	Moved to Second Competition	E. cloacae
989.8		F7	0.097400002	F	7	TRUE	2	96-well Plate Only	E. cloacae
989.8		F8	0.094800003	F	8	TRUE	4	96-well Plate Only	E. cloacae
989.8		F9	0.094099998	F	9	TRUE	8	96-well Plate Only	E. cloacae
989.8		F10	0.096600004	F	10	TRUE	16	96-well Plate Only	E. cloacae
989.8		F11	0.094400004	F	11	TRUE	32	96-well Plate Only	E. cloacae
989.8		G2	0.097999997	G	2	TRUE	0	Moved to Second Competition	E. cloacae
989.8		G3	0.096699998	G	3	TRUE	0.125	96-well Plate Only	E. cloacae
989.8		G4	0.097199999	G	4	TRUE	0.25	96-well Plate Only	E. cloacae
989.8		G5	0.097999997	G	5	TRUE	0.5	Moved to Second Competition	E. cloacae
989.8		G6	0.096500002	G	6	TRUE	1	Moved to Second Competition	E. cloacae
989.8		G7	0.097599998	G	7	TRUE	2	96-well Plate Only	E. cloacae
989.8		G8	0.095100001	G	8	TRUE	4	96-well Plate Only	E. cloacae
989.8		G9	0.096100003	G	9	TRUE	8	96-well Plate Only	E. cloacae
989.8		G10	0.094300002	G	10	TRUE	16	96-well Plate Only	E. cloacae
989.8		G11	0.096199997	G	11	TRUE	32	96-well Plate Only	E. cloacae
1319.7		B2	0.095899999	B	2	FALSE	0	Moved to Second Competition	E. cloacae
1319.7		B3	0.103600003	B	3	FALSE	0.125	96-well Plate Only	E. cloacae
1319.7		B4	0.094300002	B	4	FALSE	0.25	96-well Plate Only	E. cloacae
1319.7		B5	0.094999999	B	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1319.7		B6	0.093800001	B	6	FALSE	1	Moved to Second Competition	E. cloacae
1319.7		B7	0.102700002	B	7	FALSE	2	96-well Plate Only	E. cloacae
1319.7		B8	0.095200002	B	8	FALSE	4	96-well Plate Only	E. cloacae
1319.7		B9	0.095700003	B	9	FALSE	8	96-well Plate Only	E. cloacae
1319.7		B10	0.093400002	B	10	FALSE	16	96-well Plate Only	E. cloacae
1319.7		B11	0.093199998	B	11	FALSE	32	96-well Plate Only	E. cloacae
1319.7		C2	0.095700003	C	2	FALSE	0	Moved to Second Competition	E. cloacae
1319.7		C3	0.096600004	C	3	FALSE	0.125	96-well Plate Only	E. cloacae
1319.7		C4	0.096900001	C	4	FALSE	0.25	96-well Plate Only	E. cloacae
1319.7		C5	0.096600004	C	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1319.7		C6	0.095799997	C	6	FALSE	1	Moved to Second Competition	E. cloacae
1319.7		C7	0.093800001	C	7	FALSE	2	96-well Plate Only	E. cloacae
1319.7		C8	0.095100001	C	8	FALSE	4	96-well Plate Only	E. cloacae
1319.7		C9	0.094400004	C	9	FALSE	8	96-well Plate Only	E. cloacae
1319.7		C10	0.102600001	C	10	FALSE	16	96-well Plate Only	E. cloacae
1319.7		C11	0.092799999	C	11	FALSE	32	96-well Plate Only	E. cloacae
1319.7		D2	0.093999997	D	2	FALSE	0	Moved to Second Competition	E. cloacae
1319.7		D3	0.101499997	D	3	FALSE	0.125	96-well Plate Only	E. cloacae
1319.7		D4	0.095200002	D	4	FALSE	0.25	96-well Plate Only	E. cloacae
1319.7		D5	0.093800001	D	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1319.7		D6	0.093099996	D	6	FALSE	1	Moved to Second Competition	E. cloacae
1319.7		D7	0.092100002	D	7	FALSE	2	96-well Plate Only	E. cloacae
1319.7		D8	0.094499998	D	8	FALSE	4	96-well Plate Only	E. cloacae
1319.7		D9	0.093800001	D	9	FALSE	8	96-well Plate Only	E. cloacae
1319.7		D10	0.0933	D	10	FALSE	16	96-well Plate Only	E. cloacae
1319.7		D11	0.091899998	D	11	FALSE	32	96-well Plate Only	E. cloacae
1319.7		E2	0.101000004	E	2	TRUE	0	Moved to Second Competition	E. cloacae
1319.7		E3	0.098499998	E	3	TRUE	0.125	96-well Plate Only	E. cloacae
1319.7		E4	0.0977	E	4	TRUE	0.25	96-well Plate Only	E. cloacae
1319.7		E5	0.096299998	E	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1319.7		E6	0.097900003	E	6	TRUE	1	Moved to Second Competition	E. cloacae
1319.7		E7	0.0933	E	7	TRUE	2	96-well Plate Only	E. cloacae
1319.7		E8	0.094800003	E	8	TRUE	4	96-well Plate Only	E. cloacae
1319.7		E9	0.099399999	E	9	TRUE	8	96-well Plate Only	E. cloacae
1319.7		E10	0.112000003	E	10	TRUE	16	96-well Plate Only	E. cloacae
1319.7		E11	0.094099998	E	11	TRUE	32	96-well Plate Only	E. cloacae
1319.7		F2	0.098700002	F	2	TRUE	0	Moved to Second Competition	E. cloacae
1319.7		F3	0.098300003	F	3	TRUE	0.125	96-well Plate Only	E. cloacae
1319.7		F4	0.100199997	F	4	TRUE	0.25	96-well Plate Only	E. cloacae
1319.7		F5	0.099299997	F	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1319.7		F6	0.097099997	F	6	TRUE	1	Moved to Second Competition	E. cloacae
1319.7		F7	0.097900003	F	7	TRUE	2	96-well Plate Only	E. cloacae
1319.7		F8	0.0955	F	8	TRUE	4	96-well Plate Only	E. cloacae
1319.7		F9	0.094700001	F	9	TRUE	8	96-well Plate Only	E. cloacae
1319.7		F10	0.095700003	F	10	TRUE	16	96-well Plate Only	E. cloacae
1319.7		F11	0.093800001	F	11	TRUE	32	96-well Plate Only	E. cloacae
1319.7		G2	0.098700002	G	2	TRUE	0	Moved to Second Competition	E. cloacae
1319.7		G3	0.097099997	G	3	TRUE	0.125	96-well Plate Only	E. cloacae
1319.7		G4	0.097499996	G	4	TRUE	0.25	96-well Plate Only	E. cloacae
1319.7		G5	0.098800004	G	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1319.7		G6	0.096600004	G	6	TRUE	1	Moved to Second Competition	E. cloacae
1319.7		G7	0.099299997	G	7	TRUE	2	96-well Plate Only	E. cloacae
1319.7		G8	0.0964	G	8	TRUE	4	96-well Plate Only	E. cloacae
1319.7		G9	0.096000001	G	9	TRUE	8	96-well Plate Only	E. cloacae
1319.7		G10	0.094300002	G	10	TRUE	16	96-well Plate Only	E. cloacae
1319.7		G11	0.094999999	G	11	TRUE	32	96-well Plate Only	E. cloacae
1649.6		B2	0.0977	B	2	FALSE	0	Moved to Second Competition	E. cloacae
1649.6		B3	0.114799999	B	3	FALSE	0.125	96-well Plate Only	E. cloacae
1649.6		B4	0.0964	B	4	FALSE	0.25	96-well Plate Only	E. cloacae
1649.6		B5	0.097199999	B	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1649.6		B6	0.102499999	B	6	FALSE	1	Moved to Second Competition	E. cloacae
1649.6		B7	0.098200001	B	7	FALSE	2	96-well Plate Only	E. cloacae
1649.6		B8	0.094400004	B	8	FALSE	4	96-well Plate Only	E. cloacae
1649.6		B9	0.093500003	B	9	FALSE	8	96-well Plate Only	E. cloacae
1649.6		B10	0.091899998	B	10	FALSE	16	96-well Plate Only	E. cloacae
1649.6		B11	0.092200004	B	11	FALSE	32	96-well Plate Only	E. cloacae
1649.6		C2	0.096699998	C	2	FALSE	0	Moved to Second Competition	E. cloacae
1649.6		C3	0.097099997	C	3	FALSE	0.125	96-well Plate Only	E. cloacae
1649.6		C4	0.098099999	C	4	FALSE	0.25	96-well Plate Only	E. cloacae
1649.6		C5	0.097000003	C	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1649.6		C6	0.097400002	C	6	FALSE	1	Moved to Second Competition	E. cloacae
1649.6		C7	0.095100001	C	7	FALSE	2	96-well Plate Only	E. cloacae
1649.6		C8	0.096000001	C	8	FALSE	4	96-well Plate Only	E. cloacae
1649.6		C9	0.093599997	C	9	FALSE	8	96-well Plate Only	E. cloacae
1649.6		C10	0.101099998	C	10	FALSE	16	96-well Plate Only	E. cloacae
1649.6		C11	0.092900001	C	11	FALSE	32	96-well Plate Only	E. cloacae
1649.6		D2	0.095200002	D	2	FALSE	0	Moved to Second Competition	E. cloacae
1649.6		D3	0.0999	D	3	FALSE	0.125	96-well Plate Only	E. cloacae
1649.6		D4	0.095100001	D	4	FALSE	0.25	96-well Plate Only	E. cloacae
1649.6		D5	0.096699998	D	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1649.6		D6	0.093800001	D	6	FALSE	1	Moved to Second Competition	E. cloacae
1649.6		D7	0.093000002	D	7	FALSE	2	96-well Plate Only	E. cloacae
1649.6		D8	0.093800001	D	8	FALSE	4	96-well Plate Only	E. cloacae
1649.6		D9	0.092100002	D	9	FALSE	8	96-well Plate Only	E. cloacae
1649.6		D10	0.091899998	D	10	FALSE	16	96-well Plate Only	E. cloacae
1649.6		D11	0.090499997	D	11	FALSE	32	96-well Plate Only	E. cloacae
1649.6		E2	0.099100001	E	2	TRUE	0	Moved to Second Competition	E. cloacae
1649.6		E3	0.099100001	E	3	TRUE	0.125	96-well Plate Only	E. cloacae
1649.6		E4	0.098399997	E	4	TRUE	0.25	96-well Plate Only	E. cloacae
1649.6		E5	0.096699998	E	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1649.6		E6	0.098800004	E	6	TRUE	1	Moved to Second Competition	E. cloacae
1649.6		E7	0.094800003	E	7	TRUE	2	96-well Plate Only	E. cloacae
1649.6		E8	0.095700003	E	8	TRUE	4	96-well Plate Only	E. cloacae
1649.6		E9	0.099399999	E	9	TRUE	8	96-well Plate Only	E. cloacae
1649.6		E10	0.105599999	E	10	TRUE	16	96-well Plate Only	E. cloacae
1649.6		E11	0.093800001	E	11	TRUE	32	96-well Plate Only	E. cloacae
1649.6		F2	0.098099999	F	2	TRUE	0	Moved to Second Competition	E. cloacae
1649.6		F3	0.098999999	F	3	TRUE	0.125	96-well Plate Only	E. cloacae
1649.6		F4	0.098800004	F	4	TRUE	0.25	96-well Plate Only	E. cloacae
1649.6		F5	0.0995	F	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1649.6		F6	0.097800002	F	6	TRUE	1	Moved to Second Competition	E. cloacae
1649.6		F7	0.098099999	F	7	TRUE	2	96-well Plate Only	E. cloacae
1649.6		F8	0.095600002	F	8	TRUE	4	96-well Plate Only	E. cloacae
1649.6		F9	0.094300002	F	9	TRUE	8	96-well Plate Only	E. cloacae
1649.6		F10	0.0955	F	10	TRUE	16	96-well Plate Only	E. cloacae
1649.6		F11	0.093900003	F	11	TRUE	32	96-well Plate Only	E. cloacae
1649.6		G2	0.100000001	G	2	TRUE	0	Moved to Second Competition	E. cloacae
1649.6		G3	0.098999999	G	3	TRUE	0.125	96-well Plate Only	E. cloacae
1649.6		G4	0.098899998	G	4	TRUE	0.25	96-well Plate Only	E. cloacae
1649.6		G5	0.100100003	G	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1649.6		G6	0.098099999	G	6	TRUE	1	Moved to Second Competition	E. cloacae
1649.6		G7	0.099699996	G	7	TRUE	2	96-well Plate Only	E. cloacae
1649.6		G8	0.098499998	G	8	TRUE	4	96-well Plate Only	E. cloacae
1649.6		G9	0.097099997	G	9	TRUE	8	96-well Plate Only	E. cloacae
1649.6		G10	0.093099996	G	10	TRUE	16	96-well Plate Only	E. cloacae
1649.6		G11	0.093900003	G	11	TRUE	32	96-well Plate Only	E. cloacae
1979.5		B2	0.0986	B	2	FALSE	0	Moved to Second Competition	E. cloacae
1979.5		B3	0.096600004	B	3	FALSE	0.125	96-well Plate Only	E. cloacae
1979.5		B4	0.096699998	B	4	FALSE	0.25	96-well Plate Only	E. cloacae
1979.5		B5	0.097400002	B	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1979.5		B6	0.106299996	B	6	FALSE	1	Moved to Second Competition	E. cloacae
1979.5		B7	0.098800004	B	7	FALSE	2	96-well Plate Only	E. cloacae
1979.5		B8	0.093199998	B	8	FALSE	4	96-well Plate Only	E. cloacae
1979.5		B9	0.096100003	B	9	FALSE	8	96-well Plate Only	E. cloacae
1979.5		B10	0.091600001	B	10	FALSE	16	96-well Plate Only	E. cloacae
1979.5		B11	0.090599999	B	11	FALSE	32	96-well Plate Only	E. cloacae
1979.5		C2	0.098499998	C	2	FALSE	0	Moved to Second Competition	E. cloacae
1979.5		C3	0.098499998	C	3	FALSE	0.125	96-well Plate Only	E. cloacae
1979.5		C4	0.0986	C	4	FALSE	0.25	96-well Plate Only	E. cloacae
1979.5		C5	0.097599998	C	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1979.5		C6	0.098499998	C	6	FALSE	1	Moved to Second Competition	E. cloacae
1979.5		C7	0.096299998	C	7	FALSE	2	96-well Plate Only	E. cloacae
1979.5		C8	0.095399998	C	8	FALSE	4	96-well Plate Only	E. cloacae
1979.5		C9	0.092900001	C	9	FALSE	8	96-well Plate Only	E. cloacae
1979.5		C10	0.100199997	C	10	FALSE	16	96-well Plate Only	E. cloacae
1979.5		C11	0.093000002	C	11	FALSE	32	96-well Plate Only	E. cloacae
1979.5		D2	0.0977	D	2	FALSE	0	Moved to Second Competition	E. cloacae
1979.5		D3	0.100900002	D	3	FALSE	0.125	96-well Plate Only	E. cloacae
1979.5		D4	0.096000001	D	4	FALSE	0.25	96-well Plate Only	E. cloacae
1979.5		D5	0.097499996	D	5	FALSE	0.5	Moved to Second Competition	E. cloacae
1979.5		D6	0.094999999	D	6	FALSE	1	Moved to Second Competition	E. cloacae
1979.5		D7	0.094499998	D	7	FALSE	2	96-well Plate Only	E. cloacae
1979.5		D8	0.094800003	D	8	FALSE	4	96-well Plate Only	E. cloacae
1979.5		D9	0.091399997	D	9	FALSE	8	96-well Plate Only	E. cloacae
1979.5		D10	0.091200002	D	10	FALSE	16	96-well Plate Only	E. cloacae
1979.5		D11	0.089900002	D	11	FALSE	32	96-well Plate Only	E. cloacae
1979.5		E2	0.102799997	E	2	TRUE	0	Moved to Second Competition	E. cloacae
1979.5		E3	0.100199997	E	3	TRUE	0.125	96-well Plate Only	E. cloacae
1979.5		E4	0.099299997	E	4	TRUE	0.25	96-well Plate Only	E. cloacae
1979.5		E5	0.097800002	E	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1979.5		E6	0.0999	E	6	TRUE	1	Moved to Second Competition	E. cloacae
1979.5		E7	0.097099997	E	7	TRUE	2	96-well Plate Only	E. cloacae
1979.5		E8	0.0955	E	8	TRUE	4	96-well Plate Only	E. cloacae
1979.5		E9	0.098399997	E	9	TRUE	8	96-well Plate Only	E. cloacae
1979.5		E10	0.105499998	E	10	TRUE	16	96-well Plate Only	E. cloacae
1979.5		E11	0.094599999	E	11	TRUE	32	96-well Plate Only	E. cloacae
1979.5		F2	0.100400001	F	2	TRUE	0	Moved to Second Competition	E. cloacae
1979.5		F3	0.100699998	F	3	TRUE	0.125	96-well Plate Only	E. cloacae
1979.5		F4	0.099699996	F	4	TRUE	0.25	96-well Plate Only	E. cloacae
1979.5		F5	0.105300002	F	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1979.5		F6	0.098700002	F	6	TRUE	1	Moved to Second Competition	E. cloacae
1979.5		F7	0.099100001	F	7	TRUE	2	96-well Plate Only	E. cloacae
1979.5		F8	0.096100003	F	8	TRUE	4	96-well Plate Only	E. cloacae
1979.5		F9	0.093099996	F	9	TRUE	8	96-well Plate Only	E. cloacae
1979.5		F10	0.0942	F	10	TRUE	16	96-well Plate Only	E. cloacae
1979.5		F11	0.0933	F	11	TRUE	32	96-well Plate Only	E. cloacae
1979.5		G2	0.101400003	G	2	TRUE	0	Moved to Second Competition	E. cloacae
1979.5		G3	0.0999	G	3	TRUE	0.125	96-well Plate Only	E. cloacae
1979.5		G4	0.0999	G	4	TRUE	0.25	96-well Plate Only	E. cloacae
1979.5		G5	0.100199997	G	5	TRUE	0.5	Moved to Second Competition	E. cloacae
1979.5		G6	0.099200003	G	6	TRUE	1	Moved to Second Competition	E. cloacae
1979.5		G7	0.100900002	G	7	TRUE	2	96-well Plate Only	E. cloacae
1979.5		G8	0.097900003	G	8	TRUE	4	96-well Plate Only	E. cloacae
1979.5		G9	0.095299996	G	9	TRUE	8	96-well Plate Only	E. cloacae
1979.5		G10	0.093699999	G	10	TRUE	16	96-well Plate Only	E. cloacae
1979.5		G11	0.093900003	G	11	TRUE	32	96-well Plate Only	E. cloacae
2309.5		B2	0.100699998	B	2	FALSE	0	Moved to Second Competition	E. cloacae
2309.5		B3	0.098200001	B	3	FALSE	0.125	96-well Plate Only	E. cloacae
2309.5		B4	0.097900003	B	4	FALSE	0.25	96-well Plate Only	E. cloacae
2309.5		B5	0.0986	B	5	FALSE	0.5	Moved to Second Competition	E. cloacae
2309.5		B6	0.0973	B	6	FALSE	1	Moved to Second Competition	E. cloacae
2309.5		B7	0.101000004	B	7	FALSE	2	96-well Plate Only	E. cloacae
2309.5		B8	0.092	B	8	FALSE	4	96-well Plate Only	E. cloacae
2309.5		B9	0.092299998	B	9	FALSE	8	96-well Plate Only	E. cloacae
2309.5		B10	0.090700001	B	10	FALSE	16	96-well Plate Only	E. cloacae
2309.5		B11	0.0902	B	11	FALSE	32	96-well Plate Only	E. cloacae
2309.5		C2	0.099699996	C	2	FALSE	0	Moved to Second Competition	E. cloacae
2309.5		C3	0.099699996	C	3	FALSE	0.125	96-well Plate Only	E. cloacae
2309.5		C4	0.099100001	C	4	FALSE	0.25	96-well Plate Only	E. cloacae
2309.5		C5	0.0995	C	5	FALSE	0.5	Moved to Second Competition	E. cloacae
2309.5		C6	0.098399997	C	6	FALSE	1	Moved to Second Competition	E. cloacae
2309.5		C7	0.0973	C	7	FALSE	2	96-well Plate Only	E. cloacae
2309.5		C8	0.095200002	C	8	FALSE	4	96-well Plate Only	E. cloacae
2309.5		C9	0.093400002	C	9	FALSE	8	96-well Plate Only	E. cloacae
2309.5		C10	0.102899998	C	10	FALSE	16	96-well Plate Only	E. cloacae
2309.5		C11	0.092900001	C	11	FALSE	32	96-well Plate Only	E. cloacae
2309.5		D2	0.098899998	D	2	FALSE	0	Moved to Second Competition	E. cloacae
2309.5		D3	0.102300003	D	3	FALSE	0.125	96-well Plate Only	E. cloacae
2309.5		D4	0.097099997	D	4	FALSE	0.25	96-well Plate Only	E. cloacae
2309.5		D5	0.098700002	D	5	FALSE	0.5	Moved to Second Competition	E. cloacae
2309.5		D6	0.0955	D	6	FALSE	1	Moved to Second Competition	E. cloacae
2309.5		D7	0.094400004	D	7	FALSE	2	96-well Plate Only	E. cloacae
2309.5		D8	0.093099996	D	8	FALSE	4	96-well Plate Only	E. cloacae
2309.5		D9	0.091300003	D	9	FALSE	8	96-well Plate Only	E. cloacae
2309.5		D10	0.090800002	D	10	FALSE	16	96-well Plate Only	E. cloacae
2309.5		D11	0.089699998	D	11	FALSE	32	96-well Plate Only	E. cloacae
2309.5		E2	0.104900002	E	2	TRUE	0	Moved to Second Competition	E. cloacae
2309.5		E3	0.101000004	E	3	TRUE	0.125	96-well Plate Only	E. cloacae
2309.5		E4	0.100400001	E	4	TRUE	0.25	96-well Plate Only	E. cloacae
2309.5		E5	0.099799998	E	5	TRUE	0.5	Moved to Second Competition	E. cloacae
2309.5		E6	0.101000004	E	6	TRUE	1	Moved to Second Competition	E. cloacae
2309.5		E7	0.098099999	E	7	TRUE	2	96-well Plate Only	E. cloacae
2309.5		E8	0.093400002	E	8	TRUE	4	96-well Plate Only	E. cloacae
2309.5		E9	0.099699996	E	9	TRUE	8	96-well Plate Only	E. cloacae
2309.5		E10	0.101099998	E	10	TRUE	16	96-well Plate Only	E. cloacae
2309.5		E11	0.093099996	E	11	TRUE	32	96-well Plate Only	E. cloacae
2309.5		F2	0.102300003	F	2	TRUE	0	Moved to Second Competition	E. cloacae
2309.5		F3	0.101400003	F	3	TRUE	0.125	96-well Plate Only	E. cloacae
2309.5		F4	0.101599999	F	4	TRUE	0.25	96-well Plate Only	E. cloacae
2309.5		F5	0.101300001	F	5	TRUE	0.5	Moved to Second Competition	E. cloacae
2309.5		F6	0.0999	F	6	TRUE	1	Moved to Second Competition	E. cloacae
2309.5		F7	0.102499999	F	7	TRUE	2	96-well Plate Only	E. cloacae
2309.5		F8	0.096000001	F	8	TRUE	4	96-well Plate Only	E. cloacae
2309.5		F9	0.094499998	F	9	TRUE	8	96-well Plate Only	E. cloacae
2309.5		F10	0.093400002	F	10	TRUE	16	96-well Plate Only	E. cloacae
2309.5		F11	0.093000002	F	11	TRUE	32	96-well Plate Only	E. cloacae
2309.5		G2	0.103399999	G	2	TRUE	0	Moved to Second Competition	E. cloacae
2309.5		G3	0.100900002	G	3	TRUE	0.125	96-well Plate Only	E. cloacae
2309.5		G4	0.101300001	G	4	TRUE	0.25	96-well Plate Only	E. cloacae
2309.5		G5	0.102300003	G	5	TRUE	0.5	Moved to Second Competition	E. cloacae
2309.5		G6	0.1008	G	6	TRUE	1	Moved to Second Competition	E. cloacae
2309.5		G7	0.101199999	G	7	TRUE	2	96-well Plate Only	E. cloacae
2309.5		G8	0.0973	G	8	TRUE	4	96-well Plate Only	E. cloacae
2309.5		G9	0.093900003	G	9	TRUE	8	96-well Plate Only	E. cloacae
2309.5		G10	0.094800003	G	10	TRUE	16	96-well Plate Only	E. cloacae
2309.5		G11	0.093500003	G	11	TRUE	32	96-well Plate Only	E. cloacae
2639.4		B2	0.104400001	B	2	FALSE	0	Moved to Second Competition	E. cloacae
2639.4		B3	0.101300001	B	3	FALSE	0.125	96-well Plate Only	E. cloacae
2639.4		B4	0.100599997	B	4	FALSE	0.25	96-well Plate Only	E. cloacae
2639.4		B5	0.100100003	B	5	FALSE	0.5	Moved to Second Competition	E. cloacae
2639.4		B6	0.098499998	B	6	FALSE	1	Moved to Second Competition	E. cloacae
2639.4		B7	0.099699996	B	7	FALSE	2	96-well Plate Only	E. cloacae
2639.4		B8	0.092	B	8	FALSE	4	96-well Plate Only	E. cloacae
2639.4		B9	0.091600001	B	9	FALSE	8	96-well Plate Only	E. cloacae
2639.4		B10	0.091499999	B	10	FALSE	16	96-well Plate Only	E. cloacae
2639.4		B11	0.089199997	B	11	FALSE	32	96-well Plate Only	E. cloacae
2639.4		C2	0.102700002	C	2	FALSE	0	Moved to Second Competition	E. cloacae
2639.4		C3	0.1017	C	3	FALSE	0.125	96-well Plate Only	E. cloacae
2639.4		C4	0.102300003	C	4	FALSE	0.25	96-well Plate Only	E. cloacae
2639.4		C5	0.101300001	C	5	FALSE	0.5	Moved to Second Competition	E. cloacae
2639.4		C6	0.100599997	C	6	FALSE	1	Moved to Second Competition	E. cloacae
2639.4		C7	0.097099997	C	7	FALSE	2	96-well Plate Only	E. cloacae
2639.4		C8	0.0933	C	8	FALSE	4	96-well Plate Only	E. cloacae
2639.4		C9	0.097000003	C	9	FALSE	8	96-well Plate Only	E. cloacae
2639.4		C10	0.100500003	C	10	FALSE	16	96-well Plate Only	E. cloacae
2639.4		C11	0.095200002	C	11	FALSE	32	96-well Plate Only	E. cloacae
2639.4		D2	0.102300003	D	2	FALSE	0	Moved to Second Competition	E. cloacae
2639.4		D3	0.104999997	D	3	FALSE	0.125	96-well Plate Only	E. cloacae
2639.4		D4	0.100000001	D	4	FALSE	0.25	96-well Plate Only	E. cloacae
2639.4		D5	0.100199997	D	5	FALSE	0.5	Moved to Second Competition	E. cloacae
2639.4		D6	0.0986	D	6	FALSE	1	Moved to Second Competition	E. cloacae
2639.4		D7	0.095899999	D	7	FALSE	2	96-well Plate Only	E. cloacae
2639.4		D8	0.092900001	D	8	FALSE	4	96-well Plate Only	E. cloacae
2639.4		D9	0.090300001	D	9	FALSE	8	96-well Plate Only	E. cloacae
2639.4		D10	0.090999998	D	10	FALSE	16	96-well Plate Only	E. cloacae
2639.4		D11	0.090400003	D	11	FALSE	32	96-well Plate Only	E. cloacae
2639.4		E2	0.111400001	E	2	TRUE	0	Moved to Second Competition	E. cloacae
2639.4		E3	0.104000002	E	3	TRUE	0.125	96-well Plate Only	E. cloacae
2639.4		E4	0.102200001	E	4	TRUE	0.25	96-well Plate Only	E. cloacae
2639.4		E5	0.103399999	E	5	TRUE	0.5	Moved to Second Competition	E. cloacae
2639.4		E6	0.1021	E	6	TRUE	1	Moved to Second Competition	E. cloacae
2639.4		E7	0.0995	E	7	TRUE	2	96-well Plate Only	E. cloacae
2639.4		E8	0.093599997	E	8	TRUE	4	96-well Plate Only	E. cloacae
2639.4		E9	0.105099998	E	9	TRUE	8	96-well Plate Only	E. cloacae
2639.4		E10	0.100199997	E	10	TRUE	16	96-well Plate Only	E. cloacae
